device_id,first_seen,associated_customer_ids
dev_0000004853,2025-01-26,cust_0000004210
dev_0000004854,2024-09-15,cust_0000004211
dev_0000004855,2025-07-28,cust_0000004212
dev_0000004856,2025-12-10,cust_0000004213
dev_0000004857,2025-10-05,cust_0000004214
dev_0000004858,2026-03-01,cust_0000004215
dev_0000004859,2024-04-29,cust_0000004216
dev_0000004860,2024-09-02,cust_0000004217
dev_0000004861,2024-12-07,cust_0000004218
dev_0000004862,2025-07-27,cust_0000004219
dev_0000004863,2025-07-23,cust_0000004220
dev_0000004864,2024-08-10,cust_0000004221
dev_0000004865,2025-01-31,cust_0000004222
dev_0000004866,2025-09-11,cust_0000004223
dev_0000004867,2024-08-14,cust_0000004224
dev_0000004868,2026-01-08,cust_0000004225
dev_0000004869,2025-10-26,cust_0000004226
dev_0000004870,2024-11-06,cust_0000004227
dev_0000004871,2026-01-22,cust_0000004228
dev_0000004872,2025-11-13,cust_0000004229
dev_0000004873,2026-02-27,cust_0000004230
dev_0000004874,2024-12-19,cust_0000004231
dev_0000004875,2024-11-22,cust_0000004232
dev_0000004876,2025-02-23,cust_0000004233
dev_0000004877,2025-02-23,cust_0000004233
dev_0000004878,2024-03-23,cust_0000004234
dev_0000004879,2025-01-26,cust_0000004235
dev_0000004880,2024-08-30,cust_0000004236
dev_0000004881,2024-04-01,cust_0000004237
dev_0000004882,2024-04-01,cust_0000004237
dev_0000004883,2024-08-26,cust_0000004238
dev_0000004884,2026-01-26,cust_0000004239
dev_0000004885,2025-05-22,cust_0000004240
dev_0000004886,2024-07-07,cust_0000004241
dev_0000004887,2025-07-11,cust_0000004242
dev_0000004888,2024-12-30,cust_0000004243
dev_0000004889,2024-12-04,cust_0000004244
dev_0000004890,2024-05-10,cust_0000004245
dev_0000004891,2024-05-21,cust_0000004246
dev_0000004892,2025-08-18,cust_0000004247
dev_0000004893,2026-04-30,cust_0000004248
dev_0000004894,2025-12-03,cust_0000004249
dev_0000004895,2024-03-21,cust_0000004250
dev_0000004896,2023-12-16,cust_0000004251
dev_0000004897,2025-07-23,cust_0000004252
dev_0000004898,2025-02-05,cust_0000004253
dev_0000004899,2024-01-18,cust_0000004254
dev_0000004900,2025-03-25,cust_0000004255
dev_0000004901,2026-04-07,cust_0000004256
dev_0000004902,2024-02-04,cust_0000004257
dev_0000004903,2025-02-11,cust_0000004258
dev_0000004904,2025-02-07,cust_0000004259
dev_0000004905,2024-06-25,cust_0000004260
dev_0000004906,2024-06-25,cust_0000004260
dev_0000004907,2025-08-03,cust_0000004261
dev_0000004908,2025-08-03,cust_0000004261
dev_0000004909,2025-01-08,cust_0000004262
dev_0000004910,2025-01-08,cust_0000004262
dev_0000004911,2025-03-23,cust_0000004263
dev_0000004912,2024-09-29,cust_0000004264
dev_0000004913,2025-11-22,cust_0000004265
dev_0000004914,2024-02-26,cust_0000004266
dev_0000004915,2025-08-20,cust_0000004267
dev_0000004916,2025-08-20,cust_0000004267
dev_0000004917,2024-12-13,cust_0000004268
dev_0000004918,2026-04-03,cust_0000004269
dev_0000004919,2024-04-07,cust_0000004270
dev_0000004920,2024-04-07,cust_0000004270
dev_0000004921,2025-07-15,cust_0000004271
dev_0000004922,2025-05-23,cust_0000004272
dev_0000004923,2025-03-24,cust_0000004273
dev_0000004924,2023-12-21,cust_0000004274
dev_0000004925,2024-04-06,cust_0000004275
dev_0000004926,2026-03-03,cust_0000004276
dev_0000004927,2024-02-07,cust_0000004277
dev_0000004928,2024-02-16,cust_0000004278
dev_0000004929,2024-02-16,cust_0000004278
dev_0000004930,2025-01-01,cust_0000004279
dev_0000004931,2025-01-01,cust_0000004279
dev_0000004932,2025-09-08,cust_0000004280
dev_0000004933,2026-02-03,cust_0000004281
dev_0000004934,2025-01-29,cust_0000004282
dev_0000004935,2025-08-20,cust_0000004283
dev_0000004936,2024-10-05,cust_0000004284
dev_0000004937,2025-08-13,cust_0000004285
dev_0000004938,2025-08-13,cust_0000004285
dev_0000004939,2024-11-03,cust_0000004286
dev_0000004940,2024-08-08,cust_0000004287
dev_0000004941,2024-01-03,cust_0000004288
dev_0000004942,2025-11-24,cust_0000004289
dev_0000004943,2025-11-10,cust_0000004290
dev_0000004944,2025-01-30,cust_0000004291
dev_0000004945,2026-03-24,cust_0000004292
dev_0000004946,2025-08-03,cust_0000004293
dev_0000004947,2026-02-18,cust_0000004294
dev_0000004948,2024-08-21,cust_0000004295
dev_0000004949,2025-09-25,cust_0000004296
dev_0000004950,2025-10-02,cust_0000004297
dev_0000004951,2024-11-20,cust_0000004298
dev_0000004952,2026-03-16,cust_0000004299
dev_0000004953,2025-10-10,cust_0000004300
dev_0000004954,2024-11-21,cust_0000004301
dev_0000004955,2025-10-22,cust_0000004302
dev_0000004956,2024-09-12,cust_0000004303
dev_0000004957,2024-09-12,cust_0000004303
dev_0000004958,2025-01-23,cust_0000004304
dev_0000004959,2025-08-14,cust_0000004305
dev_0000004960,2024-08-20,cust_0000004306
dev_0000004961,2026-03-19,cust_0000004307
dev_0000004962,2025-01-13,cust_0000004308
dev_0000004963,2024-05-21,cust_0000004309
dev_0000004964,2025-10-09,cust_0000004310
dev_0000004965,2025-02-25,cust_0000004311
dev_0000004966,2025-02-25,cust_0000004311
dev_0000004967,2024-02-02,cust_0000004312
dev_0000004968,2024-03-15,cust_0000004313
dev_0000004969,2024-07-12,cust_0000004314
dev_0000004970,2026-03-11,cust_0000004315
dev_0000004971,2024-07-26,cust_0000004316
dev_0000004972,2024-09-15,cust_0000004317
dev_0000004973,2025-08-06,cust_0000004318
dev_0000004974,2026-02-01,cust_0000004319
dev_0000004975,2024-09-12,cust_0000004320
dev_0000004976,2024-09-12,cust_0000004320
dev_0000004977,2025-10-01,cust_0000004321
dev_0000004978,2024-11-19,cust_0000004322
dev_0000004979,2024-02-14,cust_0000004323
dev_0000004980,2025-07-17,cust_0000004324
dev_0000004981,2024-02-12,cust_0000004325
dev_0000004982,2024-11-26,cust_0000004326
dev_0000004983,2026-05-02,cust_0000004327
dev_0000004984,2026-05-02,cust_0000004327
dev_0000004985,2026-01-04,cust_0000004328
dev_0000004986,2025-08-18,cust_0000004329
dev_0000004987,2024-11-06,cust_0000004330
dev_0000004988,2025-06-23,cust_0000004331
dev_0000004989,2024-11-16,cust_0000004332
dev_0000004990,2025-05-29,cust_0000004333
dev_0000004991,2025-12-10,cust_0000004334
dev_0000004992,2024-02-14,cust_0000004335
dev_0000004993,2025-04-28,cust_0000004336
dev_0000004994,2024-01-18,cust_0000004337
dev_0000004995,2025-09-20,cust_0000004338
dev_0000004996,2024-02-06,cust_0000004339
dev_0000004997,2026-05-01,cust_0000004340
dev_0000004998,2024-01-29,cust_0000004341
dev_0000004999,2025-06-20,cust_0000004342
dev_0000005000,2025-11-20,cust_0000004343
dev_0000005001,2025-11-20,cust_0000004343
dev_0000005002,2024-06-08,cust_0000004344
dev_0000005003,2025-02-10,cust_0000004345
dev_0000005004,2025-05-17,cust_0000004346
dev_0000005005,2024-03-23,cust_0000004347
dev_0000005006,2024-03-23,cust_0000004347
dev_0000005007,2025-04-25,cust_0000004348
dev_0000005008,2025-04-05,cust_0000004349
dev_0000005009,2024-03-04,cust_0000004350
dev_0000005010,2025-09-08,cust_0000004351
dev_0000005011,2025-09-08,cust_0000004351
dev_0000005012,2025-06-17,cust_0000004352
dev_0000005013,2026-01-20,cust_0000004353
dev_0000005014,2025-01-12,cust_0000004354
dev_0000005015,2024-12-31,cust_0000004355
dev_0000005016,2026-03-29,cust_0000004356
dev_0000005017,2024-07-07,cust_0000004357
dev_0000005018,2025-11-25,cust_0000004358
dev_0000005019,2025-11-25,cust_0000004358
dev_0000005020,2024-03-29,cust_0000004359
dev_0000005021,2024-03-29,cust_0000004359
dev_0000005022,2025-07-14,cust_0000004360
dev_0000005023,2024-10-16,cust_0000004361
dev_0000005024,2024-11-15,cust_0000004362
dev_0000005025,2024-09-27,cust_0000004363
dev_0000005026,2025-10-10,cust_0000004364
dev_0000005027,2025-05-16,cust_0000004365
dev_0000005028,2025-05-16,cust_0000004365
dev_0000005029,2024-12-16,cust_0000004366
dev_0000005030,2024-01-14,cust_0000004367
dev_0000005031,2024-10-11,cust_0000004368
dev_0000005032,2024-05-14,cust_0000004369
dev_0000005033,2025-10-14,cust_0000004370
dev_0000005034,2023-12-19,cust_0000004371
dev_0000005035,2025-09-21,cust_0000004372
dev_0000005036,2025-04-01,cust_0000004373
dev_0000005037,2025-03-13,cust_0000004374
dev_0000005038,2025-03-13,cust_0000004374
dev_0000005039,2024-07-29,cust_0000004375
dev_0000005040,2025-01-01,cust_0000004376
dev_0000005041,2025-01-01,cust_0000004376
dev_0000005042,2025-04-07,cust_0000004377
dev_0000005043,2024-09-26,cust_0000004378
dev_0000005044,2024-04-04,cust_0000004379
dev_0000005045,2024-02-24,cust_0000004380
dev_0000005046,2025-09-22,cust_0000004381
dev_0000005047,2025-09-22,cust_0000004381
dev_0000005048,2026-03-22,cust_0000004382
dev_0000005049,2025-10-14,cust_0000004383
dev_0000005050,2026-03-19,cust_0000004384
dev_0000005051,2025-04-22,cust_0000004385
dev_0000005052,2024-07-14,cust_0000004386
dev_0000005053,2024-04-04,cust_0000004387
dev_0000005054,2025-04-28,cust_0000004388
dev_0000005055,2025-02-04,cust_0000004389
dev_0000005056,2025-11-13,cust_0000004390
dev_0000005057,2025-11-15,cust_0000004391
dev_0000005058,2024-03-26,cust_0000004392
dev_0000005059,2024-12-05,cust_0000004393
dev_0000005060,2024-09-27,cust_0000004394
dev_0000005061,2024-09-20,cust_0000004395
dev_0000005062,2024-09-20,cust_0000004395
dev_0000005063,2025-08-18,cust_0000004396
dev_0000005064,2025-12-17,cust_0000004397
dev_0000005065,2025-01-10,cust_0000004398
dev_0000005066,2024-11-16,cust_0000004399
dev_0000005067,2025-12-14,cust_0000004400
dev_0000005068,2025-04-25,cust_0000004401
dev_0000005069,2025-04-25,cust_0000004401
dev_0000005070,2024-07-31,cust_0000004402
dev_0000005071,2025-04-28,cust_0000004403
dev_0000005072,2025-04-30,cust_0000004404
dev_0000005073,2025-04-12,cust_0000004405
dev_0000005074,2026-02-18,cust_0000004406
dev_0000005075,2026-02-24,cust_0000004407
dev_0000005076,2026-02-24,cust_0000004407
dev_0000005077,2025-12-21,cust_0000004408
dev_0000005078,2026-02-18,cust_0000004409
dev_0000005079,2025-08-25,cust_0000004410
dev_0000005080,2024-01-05,cust_0000004411
dev_0000005081,2024-09-06,cust_0000004412
dev_0000005082,2025-03-12,cust_0000004413
dev_0000005083,2026-02-03,cust_0000004414
dev_0000005084,2026-02-03,cust_0000004414
dev_0000005085,2026-04-10,cust_0000004415
dev_0000005086,2025-02-09,cust_0000004416
dev_0000005087,2026-01-27,cust_0000004417
dev_0000005088,2025-07-08,cust_0000004418
dev_0000005089,2024-07-18,cust_0000004419
dev_0000005090,2024-04-29,cust_0000004420
dev_0000005091,2024-04-29,cust_0000004420
dev_0000005092,2025-11-23,cust_0000004421
dev_0000005093,2025-11-24,cust_0000004422
dev_0000005094,2024-02-12,cust_0000004423
dev_0000005095,2024-02-12,cust_0000004423
dev_0000005096,2024-05-11,cust_0000004424
dev_0000005097,2024-08-07,cust_0000004425
dev_0000005098,2025-07-13,cust_0000004426
dev_0000005099,2024-01-21,cust_0000004427
dev_0000005100,2024-06-09,cust_0000004428
dev_0000005101,2024-02-21,cust_0000004429
dev_0000005102,2024-05-02,cust_0000004430
dev_0000005103,2024-04-10,cust_0000004431
dev_0000005104,2025-10-21,cust_0000004432
dev_0000005105,2025-10-23,cust_0000004433
dev_0000005106,2024-12-11,cust_0000004434
dev_0000005107,2024-12-03,cust_0000004435
dev_0000005108,2026-03-16,cust_0000004436
dev_0000005109,2026-03-16,cust_0000004436
dev_0000005110,2025-12-09,cust_0000004437
dev_0000005111,2025-10-25,cust_0000004438
dev_0000005112,2025-10-25,cust_0000004438
dev_0000005113,2025-11-28,cust_0000004439
dev_0000005114,2026-04-29,cust_0000004440
dev_0000005115,2024-05-26,cust_0000004441
dev_0000005116,2024-05-18,cust_0000004442
dev_0000005117,2026-02-22,cust_0000004443
dev_0000005118,2025-06-20,cust_0000004444
dev_0000005119,2025-02-01,cust_0000004445
dev_0000005120,2025-06-13,cust_0000004446
dev_0000005121,2025-06-13,cust_0000004446
dev_0000005122,2025-03-10,cust_0000004447
dev_0000005123,2026-02-01,cust_0000004448
dev_0000005124,2024-09-23,cust_0000004449
dev_0000005125,2025-08-03,cust_0000004450
dev_0000005126,2024-05-14,cust_0000004451
dev_0000005127,2024-05-14,cust_0000004451
dev_0000005128,2024-02-28,cust_0000004452
dev_0000005129,2024-02-28,cust_0000004452
dev_0000005130,2024-07-28,cust_0000004453
dev_0000005131,2024-07-28,cust_0000004453
dev_0000005132,2024-04-19,cust_0000004454
dev_0000005133,2024-10-18,cust_0000004455
dev_0000005134,2024-02-08,cust_0000004456
dev_0000005135,2025-09-27,cust_0000004457
dev_0000005136,2026-02-14,cust_0000004458
dev_0000005137,2025-11-10,cust_0000004459
dev_0000005138,2024-06-28,cust_0000004460
dev_0000005139,2025-03-04,cust_0000004461
dev_0000005140,2024-08-24,cust_0000004462
dev_0000005141,2025-08-26,cust_0000004463
dev_0000005142,2024-04-17,cust_0000004464
dev_0000005143,2026-03-20,cust_0000004465
dev_0000005144,2024-06-21,cust_0000004466
dev_0000005145,2025-11-06,cust_0000004467
dev_0000005146,2024-06-21,cust_0000004468
dev_0000005147,2025-05-13,cust_0000004469
dev_0000005148,2025-09-26,cust_0000004470
dev_0000005149,2026-02-24,cust_0000004471
dev_0000005150,2025-07-01,cust_0000004472
dev_0000005151,2025-04-20,cust_0000004473
dev_0000005152,2025-09-04,cust_0000004474
dev_0000005153,2025-01-08,cust_0000004475
dev_0000005154,2023-12-22,cust_0000004476
dev_0000005155,2023-12-22,cust_0000004476
dev_0000005156,2024-08-01,cust_0000004477
dev_0000005157,2025-04-11,cust_0000004478
dev_0000005158,2024-04-24,cust_0000004479
dev_0000005159,2025-03-06,cust_0000004480
dev_0000005160,2026-04-23,cust_0000004481
dev_0000005161,2026-03-23,cust_0000004482
dev_0000005162,2025-12-01,cust_0000004483
dev_0000005163,2026-01-02,cust_0000004484
dev_0000005164,2024-09-07,cust_0000004485
dev_0000005165,2025-04-21,cust_0000004486
dev_0000005166,2024-04-14,cust_0000004487
dev_0000005167,2026-02-06,cust_0000004488
dev_0000005168,2024-05-10,cust_0000004489
dev_0000005169,2024-02-16,cust_0000004490
dev_0000005170,2025-05-06,cust_0000004491
dev_0000005171,2025-05-06,cust_0000004491
dev_0000005172,2026-01-19,cust_0000004492
dev_0000005173,2025-02-15,cust_0000004493
dev_0000005174,2025-09-06,cust_0000004494
dev_0000005175,2025-11-13,cust_0000004495
dev_0000005176,2025-11-13,cust_0000004495
dev_0000005177,2026-03-06,cust_0000004496
dev_0000005178,2025-04-27,cust_0000004497
dev_0000005179,2024-12-07,cust_0000004498
dev_0000005180,2025-12-26,cust_0000004499
dev_0000005181,2024-04-30,cust_0000004500
dev_0000005182,2025-11-09,cust_0000004501
dev_0000005183,2024-01-04,cust_0000004502
dev_0000005184,2025-08-09,cust_0000004503
dev_0000005185,2025-08-09,cust_0000004503
dev_0000005186,2025-03-03,cust_0000004504
dev_0000005187,2024-10-30,cust_0000004505
dev_0000005188,2024-10-30,cust_0000004505
dev_0000005189,2024-08-02,cust_0000004506
dev_0000005190,2024-01-18,cust_0000004507
dev_0000005191,2026-01-18,cust_0000004508
dev_0000005192,2024-11-29,cust_0000004509
dev_0000005193,2025-02-25,cust_0000004510
dev_0000005194,2025-01-23,cust_0000004511
dev_0000005195,2025-07-20,cust_0000004512
dev_0000005196,2025-12-07,cust_0000004513
dev_0000005197,2025-05-06,cust_0000004514
dev_0000005198,2025-04-25,cust_0000004515
dev_0000005199,2024-03-02,cust_0000004516
dev_0000005200,2024-03-02,cust_0000004516
dev_0000005201,2025-12-24,cust_0000004517
dev_0000005202,2023-12-23,cust_0000004518
dev_0000005203,2025-12-03,cust_0000004519
dev_0000005204,2025-05-17,cust_0000004520
dev_0000005205,2025-02-10,cust_0000004521
dev_0000005206,2025-11-11,cust_0000004522
dev_0000005207,2025-11-11,cust_0000004522
dev_0000005208,2025-01-04,cust_0000004523
dev_0000005209,2024-10-22,cust_0000004524
dev_0000005210,2024-05-23,cust_0000004525
dev_0000005211,2024-02-14,cust_0000004526
dev_0000005212,2026-01-18,cust_0000004527
dev_0000005213,2025-08-22,cust_0000004528
dev_0000005214,2026-02-27,cust_0000004529
dev_0000005215,2026-02-27,cust_0000004529
dev_0000005216,2025-12-02,cust_0000004530
dev_0000005217,2024-04-25,cust_0000004531
dev_0000005218,2025-03-13,cust_0000004532
dev_0000005219,2024-07-14,cust_0000004533
dev_0000005220,2024-07-14,cust_0000004533
dev_0000005221,2026-03-13,cust_0000004534
dev_0000005222,2026-03-13,cust_0000004534
dev_0000005223,2026-03-19,cust_0000004535
dev_0000005224,2025-05-03,cust_0000004536
dev_0000005225,2024-09-09,cust_0000004537
dev_0000005226,2024-10-30,cust_0000004538
dev_0000005227,2024-10-30,cust_0000004538
dev_0000005228,2026-02-15,cust_0000004539
dev_0000005229,2024-12-12,cust_0000004540
dev_0000005230,2026-04-28,cust_0000004541
dev_0000005231,2024-04-03,cust_0000004542
dev_0000005232,2024-04-02,cust_0000004543
dev_0000005233,2024-07-05,cust_0000004544
dev_0000005234,2024-07-13,cust_0000004545
dev_0000005235,2024-07-13,cust_0000004545
dev_0000005236,2024-05-30,cust_0000004546
dev_0000005237,2026-03-17,cust_0000004547
dev_0000005238,2024-01-08,cust_0000004548
dev_0000005239,2024-04-27,cust_0000004549
dev_0000005240,2025-06-05,cust_0000004550
dev_0000005241,2025-09-01,cust_0000004551
dev_0000005242,2023-12-22,cust_0000004552
dev_0000005243,2024-07-31,cust_0000004553
dev_0000005244,2024-07-31,cust_0000004553
dev_0000005245,2024-06-26,cust_0000004554
dev_0000005246,2024-09-05,cust_0000004555
dev_0000005247,2024-09-05,cust_0000004555
dev_0000005248,2025-03-18,cust_0000004556
dev_0000005249,2025-05-25,cust_0000004557
dev_0000005250,2023-12-17,cust_0000004558
dev_0000005251,2024-03-23,cust_0000004559
dev_0000005252,2025-03-01,cust_0000004560
dev_0000005253,2025-09-08,cust_0000004561
dev_0000005254,2025-09-08,cust_0000004561
dev_0000005255,2025-12-06,cust_0000004562
dev_0000005256,2025-06-29,cust_0000004563
dev_0000005257,2025-05-06,cust_0000004564
dev_0000005258,2025-05-06,cust_0000004564
dev_0000005259,2025-05-15,cust_0000004565
dev_0000005260,2024-10-25,cust_0000004566
dev_0000005261,2024-06-13,cust_0000004567
dev_0000005262,2024-02-29,cust_0000004568
dev_0000005263,2024-12-16,cust_0000004569
dev_0000005264,2024-12-16,cust_0000004569
dev_0000005265,2024-06-09,cust_0000004570
dev_0000005266,2025-10-04,cust_0000004571
dev_0000005267,2024-10-22,cust_0000004572
dev_0000005268,2024-10-22,cust_0000004572
dev_0000005269,2026-03-20,cust_0000004573
dev_0000005270,2024-10-22,cust_0000004574
dev_0000005271,2024-12-06,cust_0000004575
dev_0000005272,2025-09-21,cust_0000004576
dev_0000005273,2024-04-14,cust_0000004577
dev_0000005274,2024-02-07,cust_0000004578
dev_0000005275,2025-11-06,cust_0000004579
dev_0000005276,2024-02-13,cust_0000004580
dev_0000005277,2025-01-14,cust_0000004581
dev_0000005278,2025-05-18,cust_0000004582
dev_0000005279,2025-04-01,cust_0000004583
dev_0000005280,2024-07-19,cust_0000004584
dev_0000005281,2023-12-20,cust_0000004585
dev_0000005282,2025-02-01,cust_0000004586
dev_0000005283,2025-02-01,cust_0000004586
dev_0000005284,2025-07-16,cust_0000004587
dev_0000005285,2025-01-07,cust_0000004588
dev_0000005286,2025-01-07,cust_0000004588
dev_0000005287,2024-07-07,cust_0000004589
dev_0000005288,2024-02-08,cust_0000004590
dev_0000005289,2024-06-26,cust_0000004591
dev_0000005290,2024-05-29,cust_0000004592
dev_0000005291,2025-10-09,cust_0000004593
dev_0000005292,2024-11-01,cust_0000004594
dev_0000005293,2025-06-05,cust_0000004595
dev_0000005294,2024-07-04,cust_0000004596
dev_0000005295,2026-01-12,cust_0000004597
dev_0000005296,2024-10-25,cust_0000004598
dev_0000005297,2024-10-24,cust_0000004599
dev_0000005298,2024-10-24,cust_0000004599
dev_0000005299,2025-06-17,cust_0000004600
dev_0000005300,2025-02-02,cust_0000004601
dev_0000005301,2025-02-02,cust_0000004601
dev_0000005302,2026-02-21,cust_0000004602
dev_0000005303,2025-07-13,cust_0000004603
dev_0000005304,2024-12-03,cust_0000004604
dev_0000005305,2025-07-06,cust_0000004605
dev_0000005306,2026-04-09,cust_0000004606
dev_0000005307,2025-11-01,cust_0000004607
dev_0000005308,2025-11-01,cust_0000004607
dev_0000005309,2025-06-14,cust_0000004608
dev_0000005310,2025-02-09,cust_0000004609
dev_0000005311,2026-04-05,cust_0000004610
dev_0000005312,2026-04-05,cust_0000004610
dev_0000005313,2024-06-29,cust_0000004611
dev_0000005314,2024-06-29,cust_0000004611
dev_0000005315,2025-08-29,cust_0000004612
dev_0000005316,2025-08-29,cust_0000004612
dev_0000005317,2026-02-25,cust_0000004613
dev_0000005318,2026-01-02,cust_0000004614
dev_0000005319,2024-12-11,cust_0000004615
dev_0000005320,2025-05-16,cust_0000004616
dev_0000005321,2025-01-29,cust_0000004617
dev_0000005322,2024-06-28,cust_0000004618
dev_0000005323,2025-07-15,cust_0000004619
dev_0000005324,2025-05-24,cust_0000004620
dev_0000005325,2025-05-04,cust_0000004621
dev_0000005326,2025-05-04,cust_0000004621
dev_0000005327,2025-12-07,cust_0000004622
dev_0000005328,2025-12-07,cust_0000004622
dev_0000005329,2024-08-30,cust_0000004623
dev_0000005330,2024-12-29,cust_0000004624
dev_0000005331,2025-03-15,cust_0000004625
dev_0000005332,2025-02-16,cust_0000004626
dev_0000005333,2024-01-31,cust_0000004627
dev_0000005334,2024-01-31,cust_0000004627
dev_0000005335,2024-02-07,cust_0000004628
dev_0000005336,2024-04-07,cust_0000004629
dev_0000005337,2024-04-07,cust_0000004629
dev_0000005338,2025-07-09,cust_0000004630
dev_0000005339,2025-09-11,cust_0000004631
dev_0000005340,2024-09-23,cust_0000004632
dev_0000005341,2025-11-10,cust_0000004633
dev_0000005342,2025-02-02,cust_0000004634
dev_0000005343,2025-01-26,cust_0000004635
dev_0000005344,2023-12-16,cust_0000004636
dev_0000005345,2023-12-16,cust_0000004636
dev_0000005346,2025-11-04,cust_0000004637
dev_0000005347,2024-08-07,cust_0000004638
dev_0000005348,2026-02-22,cust_0000004639
dev_0000005349,2026-02-16,cust_0000004640
dev_0000005350,2026-02-16,cust_0000004640
dev_0000005351,2026-02-09,cust_0000004641
dev_0000005352,2024-04-21,cust_0000004642
dev_0000005353,2024-08-15,cust_0000004643
dev_0000005354,2024-08-15,cust_0000004643
dev_0000005355,2026-03-20,cust_0000004644
dev_0000005356,2024-12-03,cust_0000004645
dev_0000005357,2024-07-17,cust_0000004646
dev_0000005358,2024-09-07,cust_0000004647
dev_0000005359,2025-02-22,cust_0000004648
dev_0000005360,2025-02-22,cust_0000004648
dev_0000005361,2024-01-14,cust_0000004649
dev_0000005362,2024-03-12,cust_0000004650
dev_0000005363,2024-05-29,cust_0000004651
dev_0000005364,2024-05-29,cust_0000004651
dev_0000005365,2026-03-04,cust_0000004652
dev_0000005366,2023-12-20,cust_0000004653
dev_0000005367,2023-12-20,cust_0000004653
dev_0000005368,2025-11-10,cust_0000004654
dev_0000005369,2025-12-21,cust_0000004655
dev_0000005370,2026-04-28,cust_0000004656
dev_0000005371,2024-11-08,cust_0000004657
dev_0000005372,2024-07-09,cust_0000004658
dev_0000005373,2025-07-05,cust_0000004659
dev_0000005374,2024-08-06,cust_0000004660
dev_0000005375,2026-03-03,cust_0000004661
dev_0000005376,2025-02-05,cust_0000004662
dev_0000005377,2024-07-15,cust_0000004663
dev_0000005378,2024-08-02,cust_0000004664
dev_0000005379,2025-07-09,cust_0000004665
dev_0000005380,2024-12-24,cust_0000004666
dev_0000005381,2025-07-06,cust_0000004667
dev_0000005382,2024-07-05,cust_0000004668
dev_0000005383,2024-12-16,cust_0000004669
dev_0000005384,2025-07-02,cust_0000004670
dev_0000005385,2025-07-26,cust_0000004671
dev_0000005386,2025-04-04,cust_0000004672
dev_0000005387,2025-04-04,cust_0000004672
dev_0000005388,2024-10-12,cust_0000004673
dev_0000005389,2024-01-05,cust_0000004674
dev_0000005390,2025-07-10,cust_0000004675
dev_0000005391,2025-03-01,cust_0000004676
dev_0000005392,2024-08-29,cust_0000004677
dev_0000005393,2025-07-30,cust_0000004678
dev_0000005394,2025-02-05,cust_0000004679
dev_0000005395,2025-01-19,cust_0000004680
dev_0000005396,2024-02-11,cust_0000004681
dev_0000005397,2024-02-06,cust_0000004682
dev_0000005398,2025-10-08,cust_0000004683
dev_0000005399,2026-03-07,cust_0000004684
dev_0000005400,2024-06-19,cust_0000004685
dev_0000005401,2024-08-22,cust_0000004686
dev_0000005402,2025-11-25,cust_0000004687
dev_0000005403,2024-02-02,cust_0000004688
dev_0000005404,2025-04-14,cust_0000004689
dev_0000005405,2024-03-25,cust_0000004690
dev_0000005406,2024-10-27,cust_0000004691
dev_0000005407,2025-09-11,cust_0000004692
dev_0000005408,2025-01-22,cust_0000004693
dev_0000005409,2024-05-14,cust_0000004694
dev_0000005410,2025-11-30,cust_0000004695
dev_0000005411,2025-11-30,cust_0000004695
dev_0000005412,2025-07-22,cust_0000004696
dev_0000005413,2025-07-22,cust_0000004696
dev_0000005414,2024-03-17,cust_0000004697
dev_0000005415,2024-06-06,cust_0000004698
dev_0000005416,2024-11-12,cust_0000004699
dev_0000005417,2023-12-30,cust_0000004700
dev_0000005418,2024-06-01,cust_0000004701
dev_0000005419,2024-05-09,cust_0000004702
dev_0000005420,2025-12-04,cust_0000004703
dev_0000005421,2025-12-04,cust_0000004703
dev_0000005422,2025-10-20,cust_0000004704
dev_0000005423,2026-04-30,cust_0000004705
dev_0000005424,2024-03-19,cust_0000004706
dev_0000005425,2026-03-21,cust_0000004707
dev_0000005426,2024-05-29,cust_0000004708
dev_0000005427,2024-01-28,cust_0000004709
dev_0000005428,2024-07-12,cust_0000004710
dev_0000005429,2024-07-12,cust_0000004710
dev_0000005430,2024-06-09,cust_0000004711
dev_0000005431,2024-06-09,cust_0000004711
dev_0000005432,2026-01-11,cust_0000004712
dev_0000005433,2025-12-11,cust_0000004713
dev_0000005434,2024-03-15,cust_0000004714
dev_0000005435,2026-02-03,cust_0000004715
dev_0000005436,2025-08-15,cust_0000004716
dev_0000005437,2025-08-15,cust_0000004716
dev_0000005438,2024-08-19,cust_0000004717
dev_0000005439,2026-04-08,cust_0000004718
dev_0000005440,2024-03-16,cust_0000004719
dev_0000005441,2025-11-10,cust_0000004720
dev_0000005442,2024-05-22,cust_0000004721
dev_0000005443,2024-05-04,cust_0000004722
dev_0000005444,2024-07-26,cust_0000004723
dev_0000005445,2024-01-26,cust_0000004724
dev_0000005446,2025-07-03,cust_0000004725
dev_0000005447,2025-07-03,cust_0000004725
dev_0000005448,2025-01-17,cust_0000004726
dev_0000005449,2024-06-15,cust_0000004727
dev_0000005450,2025-03-16,cust_0000004728
dev_0000005451,2024-10-20,cust_0000004729
dev_0000005452,2025-03-05,cust_0000004730
dev_0000005453,2025-01-18,cust_0000004731
dev_0000005454,2025-05-09,cust_0000004732
dev_0000005455,2024-10-30,cust_0000004733
dev_0000005456,2024-12-11,cust_0000004734
dev_0000005457,2024-04-19,cust_0000004735
dev_0000005458,2025-04-12,cust_0000004736
dev_0000005459,2024-10-05,cust_0000004737
